symbol,source,published_at,headline,summary
KAYNES,NSE_CORP_ANN,,Credit Rating,Kaynes Technology India Limited has informed the Exchange about Credit Rating,
KAYNES,NSE_CORP_ANN,,Shareholders meeting,"Kaynes Technology India Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot. Further, the company has informed the Exchange regarding voting results.",
KAYNES,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,Kaynes Technology India Limited has informed the Exchange about Transcript,
KFINTECH,NSE_CORP_ANN,,Updates,KFin Technologies Limited has informed the Exchange regarding 'Intimation of Schedule of Analyst / Institutional Investors  Meet'.,
KFINTECH,NSE_CORP_ANN,,Shareholders meeting,KFin Technologies Limited has submitted the Outcome of Postal Ballot and Voting Results of Postal Ballot along with the Scrutinizer's Report,
KFINTECH,NSE_CORP_ANN,,Updates,KFin Technologies Limited has informed the Exchange regarding 'Intimation of Schedule of Analyst / Institutional Investors Meet'.,
KFINTECH,NSE_CORP_ANN,,Updates,KFin Technologies Limited has informed the Exchange regarding 'Intimation of Schedule of Analyst / Institutional Investors  Meet'.,
KOTAKBANK,NSE_CORP_ANN,,General Updates,Kotak Mahindra Bank Limited has informed the Exchange about Grant of Performance Linked Restricted Stock Units,
KOTAKBANK,NSE_CORP_ANN,,Allotment of Securities,"Kotak Mahindra Bank Limited has informed the Exchange regarding allotment of 345606 securities pursuant to ESOP/ESPS at its meeting held on December 12, 2025",
KOTAKBANK,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,Kotak Mahindra Bank Limited has informed the Exchange about Schedule of meet,
KOTAKBANK,NSE_CORP_ANN,,Copy of Newspaper Publication,Kotak Mahindra Bank Limited has informed the Exchange about Copy of Newspaper Clipping - Special Window for Re-lodgement of Transfer Requests ofPhysical Shares of the Bank,
LTF,NSE_CORP_ANN,,Credit Rating,L&T Finance Limited has informed the Exchange about Credit Rating,
LTF,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,L&T Finance Limited has informed the Exchange about Schedule of meet,
LTF,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,L&T Finance Limited has informed the Exchange about Schedule of meet,
LTIM,NSE_CORP_ANN,,Credit Rating,LTIMindtree Limited has informed the Exchange about Credit Rating,
LT,NSE_CORP_ANN,,Press Release,"Larsen & Toubro Limited has informed the Exchange regarding a press release dated December 17, 2025, titled ""L&T Wins Orders (Large*) for Buildings & Factories Business"".",
LAURUSLABS,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,Laurus Labs Limited has informed the Exchange about Schedule of meet,
LUPIN,NSE_CORP_ANN,,Press Release,"Lupin Limited has informed the Exchange regarding a press release dated December 18, 2025, titled ""Lupin Signs Exclusive Licensing Agreement with Neopharmed for GastroenterologyBrand Plasil® in the Philippines and Brazil"".",
LUPIN,NSE_CORP_ANN,,Press Release,"Lupin Limited has informed the Exchange regarding a press release dated December 17, 2025, titled ""Lupin Receives Positive CHMP Opinion for Biosimilar Ranibizumab"".",
LUPIN,NSE_CORP_ANN,,Press Release,"Lupin Limited has informed the Exchange regarding the receipt of Establishment Inspection Report (EIR) by the Company from the U.S. FDA for its injectables facility in Nagpur, India, vide Press Release dated December 16, 2025.",
LUPIN,NSE_CORP_ANN,,Press Release,"Lupin Limited has informed the Exchange regarding a press release dated December 16, 2025, titled ""Lupin Secures SBTi Validation for Emission Reduction Targets"".",
LUPIN,NSE_CORP_ANN,,Press Release,"Lupin Limited has informed the Exchange regarding a press release dated December 12, 2025, titled ""Lupin Manufacturing Solutions and PolyPeptide Announce Strategic Alliance to ScaleGlobal Peptide Supply Chain"".",
LUPIN,NSE_CORP_ANN,,Copy of Newspaper Publication,Lupin Limited has informed the Exchange about Newspaper Publication for the information regarding Special Window for re-lodgement for transfer request of physical shares.,
M&M,NSE_CORP_ANN,,Updates,Mahindra & Mahindra Limited has informed the Exchange regarding 'Transfer Of Equity Shares By Mahindra & Mahindra Employees' Stock Option Trust To The Stock Option Grantees'.,
M&M,NSE_CORP_ANN,,Updates,Mahindra & Mahindra Limited has informed the Exchange regarding 'Transfer of Equity Shares by Mahindra & Mahindra Employees  Stock Option Trust to the Stock Option Grantees'.,
M&M,NSE_CORP_ANN,,General Updates,"Intimation Under Regulation 30 Of The SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015   ESG Ratings",
M&M,NSE_CORP_ANN,,General Updates,"Intimation Under Regulation 30 Of The SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015   ESG Ratings",
MANAPPURAM,NSE_CORP_ANN,,Allotment of Securities,"Manappuram Finance Limited has informed the Exchange regarding allotment of 50000 securities pursuant to Non Convertible Securities at its meeting held on December 15, 2025",
MARICO,NSE_CORP_ANN,,Acquisition,"Please find attached intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015.",
MARICO,NSE_CORP_ANN,,Press Release,"Please find attached a press release by Marico Limited, titled ""Marico Achieves Dual A- CDP Scores and secures Leadership in NSE ESG Ratings"".",
MARICO,NSE_CORP_ANN,,ESOP/ESOS/ESPS,"The Securities Committee of the Board of Directors of the Company vide a resolution passed on December 12, 2025, has allotted 34,423 equity shares of face value of Re. 1 each of the Company under various Schemes of ESOP 2016, to the eligible grantees, pursuant to exercise of stock options granted thereunder.",
MARUTI,NSE_CORP_ANN,,General Updates,"Maruti Suzuki India Limited has informed the Exchange about Intimation under Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015",
MARUTI,NSE_CORP_ANN,,General Updates,"Maruti Suzuki India Limited has informed the Exchange about Intimation under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",
MARUTI,NSE_CORP_ANN,,General Updates,"Maruti Suzuki India Limited has informed the Exchange about Intimation under Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015",
MARUTI,NSE_CORP_ANN,,Press Release,"Maruti Suzuki India Limited has informed the Exchange regarding a press release dated December 17, 2025, titled ""Maruti Suzuki ushers in inclusive mobility with WagonR Swivel seat: A step towardsproviding accessible mobility for senior citizens and persons with disabilities"".",
MFSL,NSE_CORP_ANN,,Updates,"Max Financial Services Limited has informed the Exchange regarding 'Clarification on the Postal Ballot Notice of Max Financial Services Limited ( MFSL  or   Company ) dated November 11, 2025  '.",
MAXHEALTH,NSE_CORP_ANN,,Press Release,"Max Healthcare Institute Limited has informed the Exchange regarding a press release dated December 18, 2025, titled ""Max Healthcare Announces Entry into Pune with a 450-Beds Hospital, Investment of over INR 1000 Cr"".",
MAXHEALTH,NSE_CORP_ANN,,Acquisition,Max Healthcare Institute Limited has informed the Exchange about Share Purchase Agreement to acquire equity stake in Yerawada Properties Private Limited and matters relating to setting up a approx. 450 bedded super speciality hospital in Pune,
MAXHEALTH,NSE_CORP_ANN,,Outcome of Board Meeting,"Max Healthcare Institute Limited has informed the Exchange regarding Board meeting held on December 18, 2025.",
MPHASIS,NSE_CORP_ANN,,Trading Window,"MphasiS Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",
MPHASIS,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,MphasiS Limited has informed the Exchange about Schedule of meet,
MPHASIS,NSE_CORP_ANN,,Updates,MphasiS Limited has informed the Exchange regarding 'Allotment of 37834 shares against exercise of ESOPs and RSUs'.,
NBCC,NSE_CORP_ANN,,Updates,NBCC (India) Limited has informed the Exchange regarding 'Intimation of Work Orders received by NBCC (India) Limited in the ordinary course of business amounting to Rs. 345.04 Cr. approx.'.,
NBCC,NSE_CORP_ANN,,Updates,NBCC (India) Limited has informed the Exchange regarding 'Intimation of Work Orders received by NBCC (India) Limited in the ordinary course of business amounting to Rs. 289.39 Cr. approx.'.,
NCC,NSE_CORP_ANN,,Change in Management,NCC Limited has informed the Exchange about change in Management,
NHPC,NSE_CORP_ANN,,Updates,"NHPC Limited has informed the Exchange regarding 'Tripartite agreement between, new RTA, erstwhile RTA and NHPC Limited '.",
NHPC,NSE_CORP_ANN,,General Updates,NHPC Limited has informed the Exchange about General Updates on Subansiri Lower HE Project (2000 MW) of NHPC Limited,
NHPC,NSE_CORP_ANN,,Copy of Newspaper Publication,NHPC Limited has informed the Exchange about Copy of Newspaper Publication,
NMDC,NSE_CORP_ANN,,General Updates,NMDC Limited has informed the Exchange about General Updates - Clarification sought on volume movement in the shares of NMDC Limited.,
NTPC,NSE_CORP_ANN,,Action(s) taken or orders passed,NTPC Limited has informed the Exchange about Action(s) taken or orders passed,
NTPC,NSE_CORP_ANN,,General Updates,NTPC Limited has informed the Exchange about declaration of COD of the fifth part capacity of 37.925 MW out of 300 MW Khavda Solar Energy Project under 450 MW Hybrid Tranche V Project  of NTPC Renewable Energy Limited,
NTPC,NSE_CORP_ANN,,General Updates,NTPC Limited has informed the Exchange about declaration of COD of part capacity of 243.66 MW out of 1255 MW Khavda-I Solar PV Project under CPSU scheme Phase-II Tranche-III  in Gujarat of NTPC Renewable Energy Limited,
NTPC,NSE_CORP_ANN,,General Updates,"NTPC Limited has informed the Exchange about Declaration of Commercial Operation of Second & Last Part Capacity of 78 MW out of 245 MW at Plot-1 of NTPC Nokh Solar PV Project (3x245 MW) under CPSU Scheme Phase II, Tranche III",
NTPC,NSE_CORP_ANN,,General Updates,NTPC Limited has informed the Exchange about Declaration of COD of Unit III (250 MW) of Tehri PSP (4X250 MW) of THDC India Limited.,
NATIONALUM,NSE_CORP_ANN,,General Updates,National Aluminium Company Limited has informed the Exchange about Newspaper publication regarding transfer of shares to IEPF,
NESTLEIND,NSE_CORP_ANN,,Trading Window,"Nestle India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",
NESTLEIND,NSE_CORP_ANN,,Action(s) taken or orders passed,Nestle India Limited has informed the Exchange about Action(s) taken or orders passed,
NUVAMA,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,Nuvama Wealth Management Limited has informed the Exchange about Schedule of meet,
OBEROIRLTY,NSE_CORP_ANN,,Resignation,"Oberoi Realty Limited has informed the Exchange regarding Resignation of Mr Nimit Gala  as General Manager - Investor Relations of the company w.e.f. December 12, 2025.",
OBEROIRLTY,NSE_CORP_ANN,,Clarification - Financial Results,"The Exchange has sought clarification from Oberoi Realty Limited for the quarter ended 30-Sep-2025 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  The response of the Company is awaited.",
ONGC,NSE_CORP_ANN,,Press Release,"Oil & Natural Gas Corporation Limited has informed the Exchange regarding a press release dated December 18, 2025, titled ""ONGC Issues Public Notice Against Fraudulent Use of Its Name"".",
ONGC,NSE_CORP_ANN,,General Updates,Oil & Natural Gas Corporation Limited has informed the Exchange about Disclosure of  ESG Rating Report  and  Scores on Climate Change,
PAYTM,NSE_CORP_ANN,,Granting/withdrawal/surrender/cancellation/suspension of key licenses/ regulatory approvals,"One 97 Communications Limited has informed the Exchange about General Update - Paytm Payments Services Limited receives RBI Authorisation for Offline and Cross-Border Payments, in addition to earlier authorisation for Online Payment Aggregation",
PAYTM,NSE_CORP_ANN,,Acquisition,One 97 Communications Limited has informed the Exchange about Update on Acquisition,
OFSS,NSE_CORP_ANN,,Updates,"Oracle Financial Services Software Limited has informed the Exchange regarding 'Allotment of 5,669  equity shares pursuant to the OFSS Stock Plan, 2014.'.",
POLICYBZR,NSE_CORP_ANN,,ESOP/ESOS/ESPS,PB Fintech Limited has informed the Exchange regarding Grant of 18782  stock Options under PB Fintech Employees Stock Option Plan 2021.,
PIIND,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,PI Industries Limited has informed the Exchange about Schedule of meet,
PIIND,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,PI Industries Limited has informed the Exchange about Schedule of meet,
PIIND,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,PI Industries Limited has informed the Exchange about Schedule of meet,
PIIND,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,PI Industries Limited has informed the Exchange about Schedule of meet,
PNBHOUSING,NSE_CORP_ANN,,Press Release,"PNB Housing Finance Limited has informed the Exchange regarding a press release dated December 18, 2025, titled ""Mr. Ajai Kumar Shukla assumes Charge as new MD & CEO of the Company "".",
PNBHOUSING,NSE_CORP_ANN,,Change in Management,PNB Housing Finance Limited has informed the Exchange about change in Senior Management Personnel (SMP),
PNBHOUSING,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,PNB Housing Finance Limited has informed the Exchange about Schedule of meet,
PNBHOUSING,NSE_CORP_ANN,,Appointment,"PNB Housing Finance Limited has informed the Exchange regarding Appointment of Mr Ajai Kumar Shukla as Managing Director & CEO of the company w.e.f. December 18, 2025.",
PNBHOUSING,NSE_CORP_ANN,,Outcome of Board Meeting,"PNB Housing Finance Limited has informed the Exchange regarding Outcome of Board Meeting held on December 12, 2025.",
PERSISTENT,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,Persistent Systems Limited has informed the Exchange about Schedule of meet,
PERSISTENT,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,Persistent Systems Limited has informed the Exchange about Schedule of meet,
PERSISTENT,NSE_CORP_ANN,,Press Release,"Persistent Systems Limited has informed the Exchange regarding a press release dated December 16, 2025, titled ""Persistent and DigitalOcean Announce Strategic Partnership to     Advance Accessible, Scalable and Secure AI"".",
PERSISTENT,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,Persistent Systems Limited has informed the Exchange about Presentation,
PETRONET,NSE_CORP_ANN,,General Updates,Petronet LNG Limited has informed the Exchange about General Updates. Schedule of Analyst/ Institutional Investor Meets/ Conferences / Roadshow proposed to be attended by PLL,
PETRONET,NSE_CORP_ANN,,Action(s) initiated or orders passed,Petronet LNG Limited has informed the Exchange about Action(s) initiated or orders passed,
PIDILITIND,NSE_CORP_ANN,,Action(s) initiated or orders passed,Pidilite Industries Limited has informed the Exchange about Action(s) initiated or orders passed,
PIDILITIND,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,Pidilite Industries Limited has informed the Exchange about Schedule of meet,
PPLPHARMA,NSE_CORP_ANN,,Copy of Newspaper Publication,Piramal Pharma Limited has informed the Exchange about newspaper advertisement confirming dispatch of the Notice of Postal Ballot,
PPLPHARMA,NSE_CORP_ANN,,Shareholders meeting,Piramal Pharma Limited has informed the Exchange regarding Notice of Postal Ballot,
PPLPHARMA,NSE_CORP_ANN,,Shareholders meeting,Piramal Pharma Limited has informed the Exchange about Shareholders meeting,
PPLPHARMA,NSE_CORP_ANN,,General Updates,"Disclosure under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015   FDA inspection",
POLYCAB,NSE_CORP_ANN,,Credit Rating- Others,Polycab India Limited has informed the Exchange about Carbon Disclosure Project (CDP) has announced its scores for 2025,
POLYCAB,NSE_CORP_ANN,,General Updates,Polycab India Limited has informed the Exchange about Analyst(s) / Investor(s) Meet,
PFC,NSE_CORP_ANN,,General Updates,Power Finance Corporation Limited has informed the Exchange about Transfer of KPS III HVDC Transmission Limited (wholly owned subsidiary of PFC Consulting Limited) (a wholly owned subsidiary of Power Finance Corporation Limited).,
PFC,NSE_CORP_ANN,,General Updates,Power Finance Corporation Limited has informed the Exchange about Incorporation of wholly owned Subsidiary of PFC Consulting Limited (a wholly owned subsidiary of Power Finance Corporation Limited)   LATUR REZ TRANSMISSION LIMITED.,
POWERGRID,NSE_CORP_ANN,,General Updates,Power Grid Corporation of India Limited has informed the Exchange about POWERGRID Khavda II-B Transmission Limited has successfully commissioned the Project.,
POWERGRID,NSE_CORP_ANN,,General Updates,Power Grid Corporation of India Limited has informed the Exchange about POWERGRID has successfully commissioned the Project.,
POWERGRID,NSE_CORP_ANN,,General Updates,Power Grid Corporation of India Limited has informed the Exchange about Investment approval by the Board of POWERGRID.,
POWERGRID,NSE_CORP_ANN,,General Updates,Power Grid Corporation of India Limited has informed the Exchange about POWERGRID declared as successful bidder under TBCB.,
PNB,NSE_CORP_ANN,,Credit Rating,Punjab National Bank has informed the Exchange about Credit Rating,
PNB,NSE_CORP_ANN,,Credit Rating,Punjab National Bank has informed the Exchange about Credit Rating,
PNB,NSE_CORP_ANN,,Change in Auditors,Punjab National Bank has informed the Exchange regarding Change in Auditors of the company.,
PNB,NSE_CORP_ANN,,Credit Rating,Punjab National Bank has informed the Exchange about Credit Rating,
RBLBANK,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,RBL Bank Limited has informed the Exchange about Schedule of meet,
RBLBANK,NSE_CORP_ANN,,Credit Rating,RBL Bank Limited has informed the Exchange about Credit Rating,
RBLBANK,NSE_CORP_ANN,,Resignation,RBL Bank Limited has informed the Exchange regarding Change in Management,
RBLBANK,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,RBL Bank Limited has informed the Exchange about Schedule of meet,
RECLTD,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,REC Limited has informed the Exchange about Schedule of Analysts/ Institutional Investors meet.,
RVNL,NSE_CORP_ANN,,Action(s) taken or orders passed,"Demand Notice received from the Office of the Senior Joint Commissioner, Large Taxpayer Unit, Corporate Division, Kolkata, West Bengal",
RVNL,NSE_CORP_ANN,,Bagging/Receiving of orders/contracts,"Disclosure under Regulation 30 of SEBI (LODR) Regulations, 2015- Receipt of Letter of Award (LOA) from North Eastern Railway",
RELIANCE,NSE_CORP_ANN,,Updates,"Please find attached a media release by Reliance Consumer Products Limited, asubsidiary of the Company, titled  RELIANCE CONSUMER PRODUCTS ACQUIRESTAMIL NADU S HERITAGE NUTRITION BRAND  UDHAIYAM .",
SBICARD,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,SBI Cards and Payment Services Limited has informed the Exchange about Schedule of meet,
SBICARD,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,SBI Cards and Payment Services Limited has informed the Exchange about Schedule of meet,
SBICARD,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,SBI Cards and Payment Services Limited has informed the Exchange about Schedule of meet,
SBICARD,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,SBI Cards and Payment Services Limited has informed the Exchange about Schedule of meet,
SBICARD,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,SBI Cards and Payment Services Limited has informed the Exchange about Schedule of meet,
SBICARD,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,SBI Cards and Payment Services Limited has informed the Exchange about Schedule of meet,
SBICARD,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,SBI Cards and Payment Services Limited has informed the Exchange about Schedule of meet,
SBICARD,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,SBI Cards and Payment Services Limited has informed the Exchange about Schedule of meet,
SBICARD,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,SBI Cards and Payment Services Limited has informed the Exchange about Schedule of meet,
SBICARD,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,SBI Cards and Payment Services Limited has informed the Exchange about Schedule of meet,
SBICARD,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,SBI Cards and Payment Services Limited has informed the Exchange about Schedule of meet,
SBILIFE,NSE_CORP_ANN,,ESOP/ESOS/ESPS,"SBI Life Insurance Company Limited has informed the Exchange regarding Allotment of 124645 Equity Shares pursuant to ESOP through circular resolution of the Board Stakeholders' Relationship and Sustainability Committee passed on December 16, 2025.",
SHREECEM,NSE_CORP_ANN,,Shareholders meeting,"SHREE CEMENT LIMITED has submitted the Exchange a copy Srutinizers report of  Postal Ballot. Further, the company has informed the Exchange regarding voting results.",
SHREECEM,NSE_CORP_ANN,,General Updates,SHREE CEMENT LIMITED has informed the Exchange about ESG Rating by NSE Sustainability Ratings & Analytics Ltd. for FY 2025,
SRF,NSE_CORP_ANN,,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,SRF Limited has informed the Exchange about Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,
SAMMAANCAP,NSE_CORP_ANN,,News Verification,The Exchange has sought clarification from Sammaan Capital Limited with respect to recent news item captioned Sammaan Capital falls 5% from day's high as Delhi Police files fresh FIR in probe against ex-promoters..  The response from the Company is attached.,
SAMMAANCAP,NSE_CORP_ANN,,News Verification,The Exchange has sought clarification from Sammaan Capital Limited with respect to recent news item captioned Sammaan Capital falls 5% from day's high as Delhi Police files fresh FIR in probe against ex-promoters..  The response from the Company is awaited.,
SAMMAANCAP,NSE_CORP_ANN,,Suspension of Trading,"Members of the Exchange are hereby informed that the trading in Non-Convertible Debentures of Sammaan Capital Limited shall be suspended w.e.f. December 15, 2025 (ISIN No. INE148I07NI5, INE148I07NH7, INE148I07NP0, INE148I07NM7 & INE148I07NL9) on account of Maturity.",
MOTHERSON,NSE_CORP_ANN,,Trading Window,"Samvardhana Motherson International Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",
MOTHERSON,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,"Samvardhana Motherson International Limited has informed the exchange regarding schedule of investor meet to be held on December 18, 2025.",
MOTHERSON,NSE_CORP_ANN,,General Updates,Samvardhana Motherson International Limited has submitted with the exchange an intimation under Regulation 30 of SEBI Listing Regulations.,
SHRIRAMFIN,NSE_CORP_ANN,,Rumour Verification - Regulation 30(11),Shriram Finance Limited has informed the Exchange about Rumour Verification - Regulation 30(11),
SHRIRAMFIN,NSE_CORP_ANN,,News Verification,The Exchange has sought clarification from Shriram Finance Limited with respect to recent news item captioned Japan's MUFG to invest up to $5 billion in Shriram Finance for 20% stake in major India bet Company Business News.  The response from the Company is attached.,
SHRIRAMFIN,NSE_CORP_ANN,,Action(s) taken or orders passed,Shriram Finance Limited has informed the Exchange about Action(s) taken or orders passed,
SHRIRAMFIN,NSE_CORP_ANN,,Updates,"Shriram Finance Limited has informed the Exchange regarding 'Report on Special Window for re-lodgement of transfer requests of physical shares of the Company from Integrated Registry Management Services Private Limited, Registrar and Share Transfer Agent of the Company, for the month ended November  30, 2025'.",
SHRIRAMFIN,NSE_CORP_ANN,,News Verification,The Exchange has sought clarification from Shriram Finance Limited with respect to recent news item captioned Japan's MUFG to invest up to $5 billion in Shriram Finance for 20% stake in major India bet Company Business News.  The response from the Company is awaited.,
SIEMENS,NSE_CORP_ANN,,Disclosure under SEBI Takeover Regulations,"Siemens International Holding B.V. has submitted to the Exchange a copy of Disclosures under Regulation 10(6)-Report to stock Exchange in respect of any acquisition made in reliance upon exemption provided for in regulation 10 of SEBI (SAST) Regulations, 2011.",
SIEMENS,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,Siemens Limited has informed the Exchange about Transcript,
SIEMENS,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,Siemens Limited has informed the Exchange about Link of Recording,
SIEMENS,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,Siemens Limited has informed the Exchange about Presentation,
SOLARINDS,NSE_CORP_ANN,,Shareholders meeting,Solar Industries India Limited has informed the Exchange about Submission of the Voting Results and Scrutiniser''s Report of Postal Ballot.,
SONACOMS,NSE_CORP_ANN,,Trading Window,"Sona Blw Precision Forgings Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",
SBIN,NSE_CORP_ANN,,Change in Director(s),State Bank Of India has informed the Exchange regarding Change in Director(s) of the company.,
SBIN,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,State Bank Of India has informed the Exchange about,
SBIN,NSE_CORP_ANN,,Copy of Newspaper Publication,State Bank Of India has informed the Exchange about Copy of Newspaper Publication,
SBIN,NSE_CORP_ANN,,Change in Director(s),State Bank Of India has informed the Exchange regarding Change in Director(s) of the company.,
SBIN,NSE_CORP_ANN,,General Updates,State Bank Of India has informed the Exchange about signing of EURO 150 million KfW  Line of Credit(Phase 2) for financing Climate friendly energy generation projects,
SBIN,NSE_CORP_ANN,,General Updates,"SBIN: State Bank of India has informed the Exchange about RBI approval to establish a Section 8 company under Companies Act, 2013",
SUNPHARMA,NSE_CORP_ANN,,General Updates,"Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015   US FDA determines Baska facility inspection classification as OAI",
SUZLON,NSE_CORP_ANN,,Press Release,"Suzlon Energy Limited has informed the Exchange regarding a press release dated December 17, 2025, titled ""Suzlon and Yanara extend partnership with 306 MW Wind Turbine Orders in Rajasthan"".",
SUZLON,NSE_CORP_ANN,,General Updates,"Suzlon Energy Limited has informed the Exchange about Proceedings and Voting Results of the meeting of the Unsecured Creditors of Suzlon Energy Limited held on Friday, 12th December 2025",
SUZLON,NSE_CORP_ANN,,Shareholders meeting,"Suzlon Energy Limited has informed the Exchange regarding Proceedings of Court Convened General Meeting held on December 12, 2025. Further, the company has submitted the Exchange a copy of Srutinizers report along with voting results.",
SUZLON,NSE_CORP_ANN,,General Updates,Suzlon Energy Limited has informed the Exchange about General Updates,
SYNGENE,NSE_CORP_ANN,,Investor Presentation,Syngene International Limited has informed the Exchange about Investor Presentation,
SYNGENE,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,Syngene International Limited has informed the Exchange about Schedule of meet,
SYNGENE,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,Syngene International Limited has informed the Exchange about Schedule of meet,
TITAGARH,NSE_CORP_ANN,,Bagging/Receiving of orders/contracts,TITAGARH RAIL SYSTEMS LIMITED has informed the Exchange about Bagging/Receiving of orders/contracts,
TVSMOTOR,NSE_CORP_ANN,,Updates,"TVS Motor Company Limited has informed the Exchange regarding 'Postal ballot as per Section 110 of the Companies Act, 2013'.",
TVSMOTOR,NSE_CORP_ANN,,Change in Director(s),TVS Motor Company Limited has informed the Exchange regarding Change in Director(s) of the company.,
TCS,NSE_CORP_ANN,,Incorporation,Tata Consultancy Services Limited has informed the Exchange about Incorporation,
TCS,NSE_CORP_ANN,,Updates,Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release - TCS Strengthens Partnership with Aviva UK to Enhance Life and Pensions Customer Experience'.,
TCS,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,Tata Consultancy Services Limited has informed the Exchange about Presentation,
TCS,NSE_CORP_ANN,,Incorporation,Tata Consultancy Services Limited has informed the Exchange about Incorporation,
TCS,NSE_CORP_ANN,,Incorporation,Tata Consultancy Services Limited has informed the Exchange about Update on Incorporation,
TCS,NSE_CORP_ANN,,Updates,Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release - TCS and CII unveil the 2025 Artificial Intelligence & IP Report for India'.,
TCS,NSE_CORP_ANN,,Updates,Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release - TCS Opens New Office in Romania to Power Up its European Delivery Network'.,
TCS,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,"Tata Consultancy Services Limited has informed the Exchange about Link to access webcast of TCS Analyst Day 2025 scheduled on December 17, 2025",
TCS,NSE_CORP_ANN,,Credit Rating,Tata Consultancy Services Limited has informed the Exchange about Credit Rating,
TCS,NSE_CORP_ANN,,Analysts/Institutional Investor Meet/Con. Call Updates,Tata Consultancy Services Limited has informed the Exchange about Schedule of meet,
